ImageId,Label
1219,8
1220,2
1221,0
1222,8
1223,8
1224,0
1225,3
1226,3
1227,8
1228,9
1229,8
1230,8
1231,9
1232,3
1233,0
1234,8
1235,4
1236,8
1237,8
1238,8
1239,8
1240,8
1241,8
1242,8
1243,3
1244,8
1245,3
1246,8
1247,8
1248,9
1249,3
1250,8
1251,8
1252,8
1253,3
1254,8
1255,8
1256,8
1257,8
1258,8
1259,8
1260,3
1261,8
1262,9
1263,8
1264,8
1265,2
1266,8
1267,9
1268,8
1269,8
1270,8
1271,8
1272,8
1273,8
1274,8
1275,0
1276,8
1277,0
1278,8
1279,8
1280,8
1281,8
1282,8
1283,8
1284,0
1285,3
1286,8
1287,0
1288,3
1289,8
1290,8
1291,3
1292,8
1293,9
1294,2
1295,8
1296,9
1297,8
1298,4
1299,8
1300,4
1301,0
1302,6
1303,8
1304,8
1305,4
1306,8
1307,9
1308,8
1309,8
1310,8
1311,8
1312,3
1313,8
1314,3
1315,9
1316,8
1317,2
1318,4
1319,8
1320,8
1321,9
1322,8
1323,8
1324,8
1325,8
1326,0
1327,3
1328,8
1329,8
1330,8
1331,3
1332,0
1333,3
1334,8
1335,9
1336,8
1337,9
1338,5
1339,8
1340,2
1341,8
1342,8
1343,8
1344,3
1345,3
1346,0
1347,8
1348,8
1349,8
1350,8
1351,3
1352,6
1353,9
1354,2
1355,3
1356,8
1357,8
1358,8
1359,8
1360,8
1361,9
1362,8
1363,8
1364,8
1365,8
1366,4
1367,8
1368,8
1369,2
1370,8
1371,8
1372,3
1373,2
1374,8
1375,8
1376,3
1377,8
1378,0
1379,8
1380,8
1381,8
1382,8
1383,8
1384,8
1385,3
1386,8
1387,8
1388,8
1389,8
1390,8
1391,8
1392,8
1393,8
1394,8
1395,9
1396,9
1397,9
1398,8
1399,3
1400,8
1401,8
1402,5
1403,8
1404,8
1405,8
1406,8
1407,9
1408,8
1409,8
1410,8
1411,9
1412,8
1413,8
1414,8
1415,8
1416,8
1417,3
1418,8
1419,8
1420,3
1421,8
1422,8
1423,3
1424,8
1425,8
1426,8
1427,8
1428,0
1429,8
1430,8
1431,4
1432,3
1433,8
1434,8
1435,8
1436,8
1437,9
1438,3
1439,8
1440,9
1441,8
1442,8
1443,2
1444,9
1445,9
1446,8
1447,0
1448,8
1449,8
1450,8
1451,8
1452,8
1453,3
1454,0
1455,8
1456,0
1457,8
1458,9
1459,0
1460,8
1461,8
1462,8
1463,3
1464,8
1465,8
1466,8
1467,3
1468,8
1469,8
1470,3
1471,8
1472,8
1473,2
1474,8
1475,9
1476,3
1477,3
1478,9
1479,4
1480,8
1481,8
1482,8
1483,8
1484,8
1485,8
1486,0
1487,3
1488,8
1489,9
1490,8
1491,3
1492,3
1493,8
1494,9
1495,8
1496,8
1497,8
1498,0
1499,0
1500,3
1501,5
1502,8
1503,8
1504,3
1505,8
1506,2
1507,0
1508,8
1509,8
1510,0
1511,8
1512,3
1513,6
1514,8
1515,8
1516,3
1517,8
1518,8
1519,3
1520,8
1521,5
1522,8
1523,9
1524,8
1525,8
1526,8
1527,8
1528,3
1529,2
1530,8
1531,4
1532,8
1533,8
1534,8
1535,0
1536,8
1537,0
1538,8
1539,8
1540,5
1541,8
1542,8
1543,3
1544,5
1545,8
1546,8
1547,9
1548,3
1549,8
1550,8
1551,8
1552,8
1553,8
1554,8
1555,8
1556,9
1557,8
1558,8
1559,8
1560,8
1561,8
1562,9
1563,8
1564,3
1565,8
1566,0
1567,8
1568,8
1569,9
1570,8
1571,3
1572,8
1573,8
1574,3
1575,8
1576,2
1577,8
1578,8
1579,8
1580,2
1581,3
1582,8
1583,8
1584,8
1585,8
1586,2
1587,2
1588,8
1589,8
1590,3
1591,3
1592,6
1593,3
1594,8
1595,2
1596,8
1597,8
1598,8
1599,2
1600,3
1601,8
1602,8
1603,8
1604,8
1605,2
1606,8
1607,3
1608,8
1609,8
1610,8
1611,5
1612,4
1613,3
1614,3
1615,8
1616,8
1617,3
1618,2
1619,8
1620,8
1621,8
1622,8
1623,8
1624,8
1625,8
1626,4
1627,8
1628,8
1629,8
1630,8
1631,8
1632,9
1633,8
1634,8
1635,8
1636,0
1637,9
1638,8
1639,8
1640,8
1641,3
1642,3
1643,8
1644,8
1645,8
1646,4
1647,6
1648,8
1649,0
1650,0
1651,8
1652,3
1653,9
1654,8
1655,8
1656,9
1657,8
1658,2
1659,4
1660,8
1661,8
1662,3
1663,8
1664,8
1665,3
1666,3
1667,6
1668,8
1669,8
1670,8
1671,8
1672,3
1673,4
1674,8
1675,8
1676,8
1677,2
1678,0
1679,8
1680,8
1681,3
1682,8
1683,6
1684,8
1685,3
1686,8
1687,8
1688,3
1689,3
1690,8
1691,8
1692,8
1693,8
1694,3
1695,8
1696,8
1697,4
1698,8
1699,8
1700,3
1701,8
1702,8
1703,0
1704,8
1705,8
1706,3
1707,0
1708,8
1709,8
1710,8
1711,9
1712,8
1713,8
1714,8
1715,4
1716,3
1717,9
1718,0
1719,3
1720,3
1721,3
1722,3
1723,8
1724,8
1725,4
1726,8
1727,8
1728,8
1729,8
1730,9
1731,3
1732,4
1733,8
1734,9
1735,8
1736,8
1737,3
1738,8
1739,8
1740,0
1741,0
1742,8
1743,3
1744,8
1745,8
1746,8
1747,8
1748,0
1749,0
1750,8
1751,3
1752,3
1753,8
1754,8
1755,3
1756,8
1757,0
1758,3
1759,8
1760,2
1761,8
1762,8
1763,7
1764,9
1765,8
1766,8
1767,4
1768,8
1769,3
1770,8
1771,8
1772,8
1773,2
1774,8
1775,3
1776,8
1777,8
1778,8
1779,3
1780,8
1781,8
1782,8
1783,3
1784,0
1785,8
1786,6
1787,2
1788,3
1789,2
1790,2
1791,8
1792,8
1793,9
1794,8
1795,9
1796,8
1797,8
1798,8
1799,0
1800,8
1801,0
1802,8
1803,0
1804,0
1805,3
1806,8
1807,8
1808,3
1809,9
1810,8
1811,8
1812,8
1813,0
1814,8
1815,8
1816,8
1817,8
1818,8
1819,8
1820,8
1821,9
1822,8
1823,8
1824,3
1825,8
1826,9
1827,3
1828,0
1829,8
1830,8
1831,8
1832,8
1833,8
1834,3
1835,8
1836,5
1837,0
1838,9
1839,8
1840,6
1841,8
1842,2
1843,9
1844,3
1845,0
1846,8
1847,3
1848,8
1849,5
1850,8
1851,8
1852,8
1853,8
1854,4
1855,8
1856,8
1857,3
1858,6
1859,8
1860,8
1861,3
1862,8
1863,8
1864,8
1865,8
1866,3
1867,8
1868,8
1869,8
1870,8
1871,8
1872,2
1873,8
1874,4
1875,9
1876,0
1877,2
1878,8
1879,8
1880,8
1881,8
1882,8
1883,8
1884,3
1885,8
1886,8
1887,3
1888,8
1889,8
1890,8
1891,8
1892,8
1893,8
1894,5
1895,8
1896,8
1897,8
1898,3
1899,8
1900,4
1901,0
1902,5
1903,0
1904,3
1905,3
1906,3
1907,8
1908,8
1909,8
1910,8
1911,8
1912,5
1913,8
1914,9
1915,8
1916,3
1917,8
1918,0
1919,8
1920,9
1921,0
1922,6
1923,8
1924,2
1925,9
1926,3
1927,8
1928,8
1929,4
1930,4
1931,8
1932,8
1933,8
1934,8
1935,8
1936,8
1937,3
1938,8
1939,9
1940,3
1941,3
1942,8
1943,8
1944,9
1945,8
1946,8
1947,8
1948,8
1949,6
1950,8
1951,8
1952,3
1953,8
1954,8
1955,8
1956,8
1957,8
1958,8
1959,8
1960,8
1961,5
1962,3
1963,2
1964,8
1965,3
1966,8
1967,8
1968,8
1969,8
1970,0
1971,2
1972,8
1973,8
1974,8
1975,8
1976,8
1977,2
1978,8
1979,3
1980,0
1981,9
1982,8
1983,8
1984,4
1985,0
1986,8
1987,0
1988,8
1989,8
1990,8
1991,9
1992,8
1993,9
1994,8
1995,8
1996,8
1997,8
1998,8
1999,3
2000,3
2001,8
2002,8
2003,8
2004,6
2005,3
2006,2
2007,9
2008,9
2009,8
2010,8
2011,8
2012,8
2013,8
2014,8
2015,8
2016,8
2017,0
2018,8
2019,8
2020,3
2021,0
2022,8
2023,8
2024,8
2025,8
2026,8
2027,8
2028,3
2029,3
2030,9
2031,8
2032,5
2033,2
2034,8
2035,8
2036,8
2037,6
2038,8
2039,8
2040,3
2041,8
2042,8
2043,8
2044,4
2045,8
2046,8
2047,8
2048,0
2049,2
2050,8
2051,8
2052,8
2053,8
2054,8
2055,8
2056,8
2057,3
2058,3
2059,3
2060,8
2061,8
2062,0
2063,3
2064,0
2065,8
2066,8
2067,8
2068,9
2069,8
2070,8
2071,9
2072,8
2073,8
2074,9
2075,4
2076,8
2077,9
2078,0
2079,0
2080,8
2081,8
2082,8
2083,8
2084,8
2085,8
2086,3
2087,3
2088,8
2089,8
2090,5
2091,9
2092,3
2093,3
2094,8
2095,8
2096,8
2097,8
2098,3
2099,8
2100,3
2101,9
2102,8
2103,3
2104,2
2105,4
2106,8
2107,8
2108,8
2109,8
2110,8
2111,8
2112,8
2113,4
2114,2
2115,2
2116,8
2117,8
2118,8
2119,2
2120,8
2121,8
2122,2
2123,8
2124,8
2125,8
2126,8
2127,8
2128,8
2129,8
2130,8
2131,8
2132,9
2133,8
2134,8
2135,8
2136,8
2137,8
2138,8
2139,8
2140,8
2141,8
2142,8
2143,8
2144,8
2145,8
2146,8
2147,0
2148,8
2149,8
2150,4
2151,8
2152,5
2153,3
2154,8
2155,8
2156,5
2157,8
2158,3
2159,0
2160,8
2161,8
2162,8
2163,8
2164,8
2165,3
2166,3
2167,8
2168,8
2169,8
2170,8
2171,8
2172,3
2173,8
2174,8
2175,3
2176,8
2177,0
2178,2
2179,8
2180,9
2181,4
2182,8
2183,0
2184,8
2185,8
2186,8
2187,8
2188,8
2189,9
2190,8
2191,8
2192,9
2193,4
2194,9
2195,8
2196,8
2197,5
2198,8
2199,8
2200,5
2201,8
2202,9
2203,3
2204,8
2205,8
2206,0
2207,2
2208,8
2209,8
2210,8
2211,0
2212,8
2213,3
2214,8
2215,8
2216,8
2217,8
2218,3
2219,8
2220,8
2221,8
2222,8
2223,8
2224,8
2225,0
2226,8
2227,4
2228,3
2229,8
2230,8
2231,4
2232,8
2233,8
2234,8
2235,8
2236,8
2237,9
2238,8
2239,8
2240,0
2241,8
2242,8
2243,3
2244,8
2245,9
2246,8
2247,6
2248,3
2249,3
2250,3
2251,9
2252,3
2253,3
2254,8
2255,8
2256,8
2257,9
2258,8
2259,0
2260,8
2261,3
2262,8
2263,8
2264,0
2265,8
2266,8
2267,5
2268,8
2269,2
2270,0
2271,8
2272,8
2273,3
2274,8
2275,8
2276,3
2277,8
2278,8
2279,8
2280,8
2281,8
2282,0
2283,3
2284,2
2285,8
2286,0
2287,8
2288,8
2289,9
2290,8
2291,8
2292,8
2293,8
2294,8
2295,8
2296,3
2297,4
2298,4
2299,8
2300,8
2301,8
2302,8
2303,8
2304,3
2305,4
2306,8
2307,3
2308,3
2309,8
2310,5
2311,8
2312,5
2313,9
2314,9
2315,5
2316,8
2317,8
2318,8
2319,3
2320,2
2321,8
2322,8
2323,2
2324,5
2325,3
2326,3
2327,4
2328,5
2329,3
2330,8
2331,8
2332,2
2333,8
2334,9
2335,8
2336,8
2337,3
2338,8
2339,9
2340,8
2341,8
2342,8
2343,8
2344,3
2345,8
2346,9
2347,9
2348,8
2349,8
2350,8
2351,8
2352,8
2353,8
2354,9
2355,4
2356,8
2357,8
2358,8
2359,8
2360,8
2361,8
2362,5
2363,8
2364,8
2365,8
2366,8
2367,0
2368,8
2369,0
2370,3
2371,2
2372,2
2373,4
2374,3
2375,8
2376,8
2377,8
2378,8
2379,8
2380,8
2381,5
2382,3
2383,8
2384,8
2385,3
2386,8
2387,8
2388,3
2389,8
2390,8
2391,3
2392,8
2393,0
2394,3
2395,3
2396,8
2397,8
2398,0
2399,3
2400,8
2401,9
2402,8
2403,8
2404,8
2405,9
2406,0
2407,8
2408,8
2409,8
2410,8
2411,3
2412,0
2413,8
2414,9
2415,3
2416,9
2417,8
2418,8
2419,2
2420,2
2421,3
2422,8
2423,8
2424,0
2425,8
2426,9
2427,8
2428,3
2429,8
2430,8
2431,8
2432,8
2433,0
2434,3
2435,3
2436,3
2437,8
2438,8
2439,0
2440,8
2441,8
2442,5
2443,8
2444,8
2445,2
2446,8
2447,3
2448,9
2449,4
2450,8
2451,0
2452,8
2453,3
2454,8
2455,5
2456,8
2457,8
2458,8
2459,8
2460,8
2461,8
2462,0
2463,3
2464,3
2465,8
2466,8
2467,0
2468,3
2469,3
2470,9
2471,9
2472,3
2473,8
2474,8
2475,2
2476,3
2477,3
2478,4
2479,0
2480,2
2481,8
2482,3
2483,9
2484,8
2485,8
2486,3
2487,8
2488,3
2489,9
2490,8
2491,8
2492,8
2493,8
2494,3
2495,9
2496,8
2497,8
2498,8
2499,2
2500,4
2501,3
2502,8
2503,8
2504,8
2505,8
2506,9
2507,3
2508,8
2509,8
2510,8
2511,2
2512,8
2513,8
2514,0
2515,2
2516,3
2517,8
2518,8
2519,8
2520,8
2521,0
2522,8
2523,0
2524,5
2525,8
2526,0
2527,3
2528,8
2529,0
2530,8
2531,8
2532,4
2533,8
2534,5
2535,9
2536,8
2537,4
2538,8
2539,8
2540,8
2541,8
2542,3
2543,0
2544,8
2545,8
2546,8
2547,0
2548,8
2549,8
2550,8
2551,3
2552,8
2553,8
2554,8
2555,8
2556,8
2557,3
2558,2
2559,6
2560,9
2561,4
2562,8
2563,8
2564,8
2565,3
2566,8
2567,0
2568,9
2569,9
2570,4
2571,6
2572,8
2573,8
2574,4
2575,8
2576,0
2577,3
2578,3
2579,0
2580,8
2581,8
2582,8
2583,8
2584,8
2585,3
2586,3
2587,3
2588,8
2589,5
2590,8
2591,8
2592,3
2593,3
2594,8
2595,4
2596,8
2597,8
2598,2
2599,8
2600,0
2601,4
2602,8
2603,8
2604,3
2605,8
2606,2
2607,0
2608,8
2609,8
2610,8
2611,8
2612,8
2613,4
2614,8
2615,8
2616,8
2617,8
2618,8
2619,3
2620,3
2621,3
2622,2
2623,8
2624,8
2625,4
2626,8
2627,3
2628,8
2629,6
2630,4
2631,8
2632,4
2633,8
2634,8
2635,4
2636,9
2637,8
2638,3
2639,8
2640,8
2641,8
2642,8
2643,2
2644,8
2645,3
2646,2
2647,8
2648,8
2649,3
2650,8
2651,8
2652,0
2653,8
2654,8
2655,0
2656,3
2657,8
2658,8
2659,0
2660,9
2661,8
2662,8
2663,8
2664,8
2665,8
2666,3
2667,4
2668,3
2669,3
2670,0
2671,8
2672,8
2673,8
2674,8
2675,8
2676,2
2677,8
2678,3
2679,8
2680,8
2681,8
2682,8
2683,8
2684,4
2685,3
2686,8
2687,8
2688,8
2689,8
2690,3
2691,2
2692,8
2693,8
2694,5
2695,8
2696,8
2697,8
2698,8
2699,9
2700,3
2701,8
2702,3
2703,2
2704,3
2705,3
2706,8
2707,8
2708,2
2709,6
2710,3
2711,8
2712,8
2713,0
2714,5
2715,8
2716,2
2717,8
2718,8
2719,8
2720,9
2721,3
2722,8
2723,2
2724,8
2725,8
2726,8
2727,8
2728,8
2729,8
2730,3
2731,8
2732,8
2733,8
2734,8
2735,8
2736,6
2737,8
2738,8
2739,8
2740,3
2741,9
2742,8
2743,8
2744,3
2745,8
2746,3
2747,8
2748,8
2749,8
2750,3
2751,8
2752,3
2753,8
2754,9
2755,6
2756,3
2757,0
2758,0
2759,2
2760,8
2761,3
2762,8
2763,8
2764,8
2765,8
2766,8
2767,3
2768,2
2769,3
2770,8
2771,0
2772,8
2773,8
2774,5
2775,8
2776,3
2777,8
2778,0
2779,8
2780,8
2781,8
2782,8
2783,8
2784,8
2785,8
2786,2
2787,8
2788,8
2789,9
2790,8
2791,8
2792,8
2793,8
2794,8
2795,8
2796,2
2797,8
2798,3
2799,8
2800,8
2801,4
2802,4
2803,8
2804,8
2805,8
2806,2
2807,0
2808,8
2809,8
2810,8
2811,8
2812,8
2813,9
2814,3
2815,9
2816,8
2817,8
2818,8
2819,8
2820,8
2821,8
2822,8
2823,0
2824,8
2825,8
2826,4
2827,4
2828,8
2829,8
2830,3
2831,8
2832,2
2833,9
2834,3
2835,6
2836,8
2837,8
2838,8
2839,8
2840,8
2841,8
2842,8
2843,8
2844,8
2845,8
2846,8
2847,8
2848,8
2849,8
2850,4
2851,8
2852,8
2853,3
2854,3
2855,3
2856,8
2857,4
2858,8
2859,8
2860,3
2861,3
2862,8
2863,8
2864,8
2865,8
2866,8
2867,8
2868,8
2869,8
2870,8
2871,8
2872,6
2873,4
2874,3
2875,9
2876,8
2877,4
2878,0
2879,3
2880,8
2881,8
2882,9
2883,2
2884,8
2885,9
2886,8
2887,3
2888,8
2889,8
2890,8
2891,8
2892,4
2893,0
2894,8
2895,8
2896,9
2897,9
2898,3
2899,8
2900,3
2901,4
2902,3
2903,8
2904,8
2905,2
2906,0
2907,0
2908,9
2909,3
2910,8
2911,8
2912,8
2913,0
2914,6
2915,9
2916,8
2917,3
2918,4
2919,8
2920,3
2921,8
2922,8
2923,9
2924,9
2925,8
2926,2
2927,9
2928,8
2929,3
2930,8
2931,8
2932,3
2933,8
2934,3
2935,3
2936,8
2937,8
2938,2
2939,3
2940,8
2941,8
2942,8
2943,3
2944,9
2945,9
2946,8
2947,8
2948,8
2949,8
2950,8
2951,8
2952,3
2953,2
2954,8
2955,8
2956,0
2957,8
2958,8
2959,8
2960,8
2961,8
2962,8
2963,9
2964,8
2965,8
2966,8
2967,9
2968,8
2969,8
2970,8
2971,2
2972,2
2973,9
2974,9
2975,9
2976,8
2977,8
2978,8
2979,8
2980,4
2981,5
2982,8
2983,8
2984,8
2985,0
2986,8
2987,8
2988,8
2989,8
2990,8
2991,3
2992,8
2993,8
2994,3
2995,8
2996,8
